"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"1yr_2021"	"Stomach"	"Non-Hispanic White"	5.319	0.044	5.232	5.407	15547	195319943
"Male and female"	"1yr_2021"	"Stomach"	"Non-Hispanic Black"	10.517	0.162	10.202	10.839	4500	43402838
"Male and female"	"1yr_2021"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	8.308	0.563	7.240	9.489	232	2726587
"Male and female"	"1yr_2021"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	8.983	0.201	8.592	9.387	2046	21677626
"Male and female"	"1yr_2021"	"Stomach"	"Hispanic (All Races)"	9.435	0.148	9.147	9.729	4396	62091028
"Male and female"	"1yr_2021"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	264	0
"Male and female"	"1yr_2021"	"Colon and Rectum"	"AllRaceEth"	36.040	0.098	35.848	36.233	141902	325218022
"Male and female"	"1yr_2021"	"Colon and Rectum"	"Non-Hispanic White"	36.023	0.120	35.788	36.260	99356	195319943
"Male and female"	"1yr_2021"	"Colon and Rectum"	"Non-Hispanic Black"	40.272	0.315	39.658	40.894	17415	43402838
"Male and female"	"1yr_2021"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	43.335	1.288	40.847	45.935	1206	2726587
"Male and female"	"1yr_2021"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	28.661	0.358	27.964	29.371	6586	21677626
"Male and female"	"1yr_2021"	"Colon and Rectum"	"Hispanic (All Races)"	33.017	0.273	32.484	33.557	15749	62091028
"Male and female"	"1yr_2021"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	1590	0
"Male and female"	"1yr_2021"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.368	0.045	8.279	8.457	35931	325218022
"Male and female"	"1yr_2021"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.198	0.050	7.101	7.296	22341	195319943
"Male and female"	"1yr_2021"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	9.261	0.145	8.979	9.549	4369	43402838
"Male and female"	"1yr_2021"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	13.388	0.682	12.086	14.797	410	2726587
"Male and female"	"1yr_2021"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	10.189	0.213	9.776	10.616	2356	21677626
"Male and female"	"1yr_2021"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.365	0.177	13.021	13.715	6200	62091028
"Male and female"	"1yr_2021"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	255	0
"Male and female"	"1yr_2021"	"Pancreas"	"AllRaceEth"	13.397	0.058	13.284	13.511	55730	325218022
"Male and female"	"1yr_2021"	"Pancreas"	"Non-Hispanic White"	13.391	0.068	13.257	13.526	40661	195319943
"Male and female"	"1yr_2021"	"Pancreas"	"Non-Hispanic Black"	15.975	0.199	15.588	16.369	6926	43402838
"Male and female"	"1yr_2021"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	12.221	0.673	10.937	13.617	351	2726587
"Male and female"	"1yr_2021"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.756	0.211	9.346	10.179	2200	21677626
"Male and female"	"1yr_2021"	"Pancreas"	"Hispanic (All Races)"	11.800	0.170	11.470	12.137	5240	62091028
"Male and female"	"1yr_2021"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	352	0
"Male and female"	"1yr_2021"	"Larynx"	"AllRaceEth"	2.713	0.026	2.662	2.764	11624	325218022
"Male and female"	"1yr_2021"	"Larynx"	"Non-Hispanic White"	2.837	0.032	2.775	2.900	8611	195319943
"Male and female"	"1yr_2021"	"Larynx"	"Non-Hispanic Black"	3.581	0.091	3.405	3.764	1663	43402838
"Male and female"	"1yr_2021"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	2.709	0.309	2.138	3.390	82	2726587
"Male and female"	"1yr_2021"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.971	0.066	0.846	1.110	224	21677626
"Male and female"	"1yr_2021"	"Larynx"	"Hispanic (All Races)"	2.037	0.069	1.903	2.177	936	62091028
"Male and female"	"1yr_2021"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	108	0
"Male and female"	"1yr_2021"	"Lung and Bronchus"	"AllRaceEth"	49.108	0.109	48.894	49.322	209500	325218022
"Male and female"	"1yr_2021"	"Lung and Bronchus"	"Non-Hispanic White"	53.150	0.133	52.889	53.413	166193	195319943
"Male and female"	"1yr_2021"	"Lung and Bronchus"	"Non-Hispanic Black"	50.705	0.351	50.020	51.396	22484	43402838
"Male and female"	"1yr_2021"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	51.791	1.377	49.127	54.565	1510	2726587
"Male and female"	"1yr_2021"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	30.971	0.375	30.241	31.715	7041	21677626
"Male and female"	"1yr_2021"	"Lung and Bronchus"	"Hispanic (All Races)"	26.409	0.259	25.904	26.922	11187	62091028
"Male and female"	"1yr_2021"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	1085	0
"Male and female"	"1yr_2021"	"Melanoma of the Skin"	"AllRaceEth"	22.956	0.079	22.803	23.111	90365	325218022
"Male and female"	"1yr_2021"	"Melanoma of the Skin"	"Non-Hispanic White"	30.177	0.112	29.959	30.397	81776	195319943
"Male and female"	"1yr_2021"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.881	0.047	0.791	0.979	368	43402838
"Male and female"	"1yr_2021"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.828	0.587	7.715	10.056	240	2726587
"Male and female"	"1yr_2021"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.212	0.073	1.073	1.366	279	21677626
"Male and female"	"1yr_2021"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.851	0.105	4.648	5.060	2326	62091028
"Male and female"	"1yr_2021"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	5376	0
"Male and female"	"1yr_2021"	"Breast"	"AllRaceEth"	70.427	0.139	70.155	70.699	274803	325218022
"Male and female"	"1yr_2021"	"Breast"	"Non-Hispanic White"	72.368	0.174	72.028	72.709	196000	195319943
"Male and female"	"1yr_2021"	"Breast"	"Non-Hispanic Black"	74.253	0.426	73.420	75.093	32248	43402838
"Male and female"	"1yr_2021"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	62.244	1.542	59.257	65.342	1736	2726587
"Male and female"	"1yr_2021"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	61.774	0.520	60.758	62.803	14394	21677626
"Male and female"	"1yr_2021"	"Breast"	"Hispanic (All Races)"	55.260	0.343	54.589	55.937	27609	62091028
"Male and female"	"1yr_2021"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	2816	0
"Male and female"	"1yr_2021"	"Cervix Uteri"	"AllRaceEth"	3.745	0.034	3.678	3.814	12536	325218022
"Male and female"	"1yr_2021"	"Cervix Uteri"	"Non-Hispanic White"	3.402	0.043	3.318	3.486	7096	195319943
"Male and female"	"1yr_2021"	"Cervix Uteri"	"Non-Hispanic Black"	4.359	0.104	4.157	4.569	1828	43402838
"Male and female"	"1yr_2021"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	5.628	0.484	4.719	6.656	142	2726587
"Male and female"	"1yr_2021"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.067	0.117	2.843	3.304	704	21677626
"Male and female"	"1yr_2021"	"Cervix Uteri"	"Hispanic (All Races)"	4.796	0.096	4.609	4.988	2597	62091028
"Male and female"	"1yr_2021"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	169	0
"Male and female"	"1yr_2021"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.753	0.062	14.633	14.875	60752	325218022
"Male and female"	"1yr_2021"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.242	0.074	14.097	14.387	41171	195319943
"Male and female"	"1yr_2021"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	17.169	0.198	16.783	17.561	8047	43402838
"Male and female"	"1yr_2021"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	13.932	0.719	12.558	15.417	400	2726587
"Male and female"	"1yr_2021"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	12.482	0.231	12.034	12.944	2989	21677626
"Male and female"	"1yr_2021"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	14.398	0.172	14.062	14.740	7421	62091028
"Male and female"	"1yr_2021"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	724	0
"Male and female"	"1yr_2021"	"Ovary"	"AllRaceEth"	5.187	0.038	5.113	5.261	20032	325218022
"Male and female"	"1yr_2021"	"Ovary"	"Non-Hispanic White"	5.169	0.047	5.078	5.261	13858	195319943
"Male and female"	"1yr_2021"	"Ovary"	"Non-Hispanic Black"	4.956	0.110	4.742	5.176	2159	43402838
"Male and female"	"1yr_2021"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.725	0.466	4.848	6.716	160	2726587
"Male and female"	"1yr_2021"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	4.943	0.148	4.658	5.241	1145	21677626
"Male and female"	"1yr_2021"	"Ovary"	"Hispanic (All Races)"	5.043	0.104	4.842	5.250	2552	62091028
"Male and female"	"1yr_2021"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	158	0
"Male and female"	"1yr_2021"	"Prostate"	"AllRaceEth"	53.286	0.111	53.068	53.505	236659	325218022
"Male and female"	"1yr_2021"	"Prostate"	"Non-Hispanic White"	50.900	0.128	50.649	51.152	164355	195319943
"Male and female"	"1yr_2021"	"Prostate"	"Non-Hispanic Black"	80.143	0.421	79.321	80.972	38579	43402838
"Male and female"	"1yr_2021"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	36.796	1.122	34.629	39.067	1144	2726587
"Male and female"	"1yr_2021"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	27.427	0.346	26.754	28.113	6507	21677626
"Male and female"	"1yr_2021"	"Prostate"	"Hispanic (All Races)"	39.025	0.301	38.438	39.619	18108	62091028
"Male and female"	"1yr_2021"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	7966	0
"Male and female"	"1yr_2021"	"Testis"	"AllRaceEth"	2.889	0.031	2.828	2.950	8969	325218022
"Male and female"	"1yr_2021"	"Testis"	"Non-Hispanic White"	3.383	0.045	3.296	3.471	6000	195319943
"Male and female"	"1yr_2021"	"Testis"	"Non-Hispanic Black"	0.746	0.042	0.665	0.835	320	43402838
"Male and female"	"1yr_2021"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.083	0.349	2.438	3.845	81	2726587
"Male and female"	"1yr_2021"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.096	0.070	0.964	1.242	251	21677626
"Male and female"	"1yr_2021"	"Testis"	"Hispanic (All Races)"	3.199	0.071	3.062	3.341	2106	62091028
"Male and female"	"1yr_2021"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	211	0
"Male and female"	"1yr_2021"	"Urinary Bladder"	"AllRaceEth"	18.125	0.067	17.994	18.257	75450	325218022
"Male and female"	"1yr_2021"	"Urinary Bladder"	"Non-Hispanic White"	20.567	0.084	20.403	20.732	63125	195319943
"Male and female"	"1yr_2021"	"Urinary Bladder"	"Non-Hispanic Black"	11.348	0.170	11.017	11.686	4770	43402838
"Male and female"	"1yr_2021"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	10.756	0.642	9.535	12.090	300	2726587
"Male and female"	"1yr_2021"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.043	0.193	7.669	8.430	1793	21677626
"Male and female"	"1yr_2021"	"Urinary Bladder"	"Hispanic (All Races)"	10.367	0.164	10.049	10.692	4315	62091028
"Male and female"	"1yr_2021"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	1147	0
"Male and female"	"1yr_2021"	"Kidney and Renal Pelvis"	"AllRaceEth"	17.038	0.067	16.906	17.170	68152	325218022
"Male and female"	"1yr_2021"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.230	0.083	17.068	17.393	48174	195319943
"Male and female"	"1yr_2021"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.319	0.209	17.912	18.733	8165	43402838
"Male and female"	"1yr_2021"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	26.442	0.990	24.538	28.456	763	2726587
"Male and female"	"1yr_2021"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	8.189	0.190	7.821	8.571	1903	21677626
"Male and female"	"1yr_2021"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	17.355	0.194	16.976	17.739	8578	62091028
"Male and female"	"1yr_2021"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	569	0
"Male and female"	"1yr_2021"	"Brain and Other Nervous System"	"AllRaceEth"	6.042	0.042	5.961	6.125	22394	325218022
"Male and female"	"1yr_2021"	"Brain and Other Nervous System"	"Non-Hispanic White"	6.846	0.057	6.736	6.958	16858	195319943
"Male and female"	"1yr_2021"	"Brain and Other Nervous System"	"Non-Hispanic Black"	3.970	0.098	3.780	4.167	1723	43402838
"Male and female"	"1yr_2021"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.972	0.431	4.164	5.893	140	2726587
"Male and female"	"1yr_2021"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.613	0.130	3.363	3.877	795	21677626
"Male and female"	"1yr_2021"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.010	0.101	4.814	5.213	2673	62091028
"Male and female"	"1yr_2021"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	205	0
"Male and female"	"1yr_2021"	"Thyroid"	"AllRaceEth"	12.558	0.062	12.437	12.680	43646	325218022
"Male and female"	"1yr_2021"	"Thyroid"	"Non-Hispanic White"	13.101	0.082	12.941	13.263	28763	195319943
"Male and female"	"1yr_2021"	"Thyroid"	"Non-Hispanic Black"	7.781	0.138	7.513	8.056	3349	43402838
"Male and female"	"1yr_2021"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	12.918	0.716	11.553	14.398	344	2726587
"Male and female"	"1yr_2021"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	13.767	0.245	13.291	14.257	3199	21677626
"Male and female"	"1yr_2021"	"Thyroid"	"Hispanic (All Races)"	12.814	0.154	12.513	13.120	7217	62091028
"Male and female"	"1yr_2021"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	774	0
"Male and female"	"1yr_2021"	"Hodgkin Lymphoma"	"AllRaceEth"	2.424	0.027	2.371	2.478	8197	325218022
"Male and female"	"1yr_2021"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.566	0.037	2.494	2.640	5280	195319943
"Male and female"	"1yr_2021"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.609	0.079	2.457	2.768	1140	43402838
"Male and female"	"1yr_2021"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.429	0.228	1.018	1.954	41	2726587
"Male and female"	"1yr_2021"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.340	0.079	1.190	1.503	297	21677626
"Male and female"	"1yr_2021"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.228	0.064	2.104	2.358	1309	62091028
"Male and female"	"1yr_2021"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	130	0
"Male and female"	"1yr_2021"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	17.804	0.069	17.670	17.939	70948	325218022
"Male and female"	"1yr_2021"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	18.522	0.085	18.356	18.688	52780	195319943
"Male and female"	"1yr_2021"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	13.607	0.183	13.251	13.970	5872	43402838
"Male and female"	"1yr_2021"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	12.300	0.677	11.008	13.703	351	2726587
"Male and female"	"1yr_2021"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	12.959	0.242	12.489	13.443	2941	21677626
"Male and female"	"1yr_2021"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.081	0.198	16.695	17.473	8082	62091028
"Male and female"	"1yr_2021"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	922	0
"Male and female"	"1yr_2021"	"Myeloma"	"AllRaceEth"	6.882	0.042	6.800	6.964	28409	325218022
"Male and female"	"1yr_2021"	"Myeloma"	"Non-Hispanic White"	5.992	0.046	5.902	6.083	17995	195319943
"Male and female"	"1yr_2021"	"Myeloma"	"Non-Hispanic Black"	14.229	0.187	13.864	14.602	6153	43402838
"Male and female"	"1yr_2021"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.795	0.509	5.834	7.869	190	2726587
"Male and female"	"1yr_2021"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.923	0.132	3.668	4.191	905	21677626
"Male and female"	"1yr_2021"	"Myeloma"	"Hispanic (All Races)"	6.287	0.123	6.049	6.532	2850	62091028
"Male and female"	"1yr_2021"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	316	0
"Male and female"	"1yr_2021"	"Leukemias"	"AllRaceEth"	13.606	0.061	13.487	13.726	52828	325218022
"Male and female"	"1yr_2021"	"Leukemias"	"Non-Hispanic White"	14.362	0.076	14.213	14.513	39659	195319943
"Male and female"	"1yr_2021"	"Leukemias"	"Non-Hispanic Black"	10.494	0.161	10.180	10.815	4487	43402838
"Male and female"	"1yr_2021"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.144	0.651	9.905	12.495	309	2726587
"Male and female"	"1yr_2021"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	7.828	0.191	7.458	8.211	1725	21677626
"Male and female"	"1yr_2021"	"Leukemias"	"Hispanic (All Races)"	11.403	0.158	11.096	11.715	5804	62091028
"Male and female"	"1yr_2021"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	844	0
"Male and female"	"1yr_2021"	"Mesothelioma"	"AllRaceEth"	0.698	0.013	0.672	0.725	2803	325218022
"Male and female"	"1yr_2021"	"Mesothelioma"	"Non-Hispanic White"	0.771	0.017	0.739	0.805	2283	195319943
"Male and female"	"1yr_2021"	"Mesothelioma"	"Non-Hispanic Black"	0.332	0.030	0.277	0.396	132	43402838
"Male and female"	"1yr_2021"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	2726587
"Male and female"	"1yr_2021"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.368	0.041	0.291	0.458	81	21677626
"Male and female"	"1yr_2021"	"Mesothelioma"	"Hispanic (All Races)"	0.624	0.039	0.550	0.706	274	62091028
"Male and female"	"1yr_2021"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	22	0
"Male and female"	"1yr_2021"	"Kaposi Sarcoma"	"AllRaceEth"	0.296	0.010	0.278	0.315	1012	325218022
"Male and female"	"1yr_2021"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.150	0.008	0.134	0.168	361	195319943
"Male and female"	"1yr_2021"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.752	0.042	0.671	0.840	326	43402838
"Male and female"	"1yr_2021"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	2726587
"Male and female"	"1yr_2021"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.132	0.024	0.089	0.189	30	21677626
"Male and female"	"1yr_2021"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.442	0.030	0.385	0.504	235	62091028
"Male and female"	"1yr_2021"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	54	0
"Male and female"	"5yrs_2017_2021"	"All Sites"	"AllRaceEth"	444.634	0.153	444.333	444.934	8833690	1635299861
"Male and female"	"5yrs_2017_2021"	"All Sites"	"Non-Hispanic White"	463.199	0.188	462.830	463.568	6603692	996790386
"Male and female"	"5yrs_2017_2021"	"All Sites"	"Non-Hispanic Black"	447.924	0.471	447.002	448.848	966084	216359258
"Male and female"	"5yrs_2017_2021"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	407.753	1.797	404.239	411.290	55255	13569919
"Male and female"	"5yrs_2017_2021"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	292.774	0.530	291.736	293.814	315023	105639160
"Male and female"	"5yrs_2017_2021"	"All Sites"	"Hispanic (All Races)"	349.900	0.414	349.090	350.712	781961	302941138
"Male and female"	"5yrs_2017_2021"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	111675	0
"Male and female"	"5yrs_2017_2021"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.987	0.025	11.938	12.036	242705	1635299861
"Male and female"	"5yrs_2017_2021"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	13.426	0.032	13.364	13.489	194013	996790386
"Male and female"	"5yrs_2017_2021"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	8.446	0.064	8.322	8.571	18764	216359258
"Male and female"	"5yrs_2017_2021"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	11.184	0.291	10.620	11.770	1583	13569919
"Male and female"	"5yrs_2017_2021"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.248	0.088	8.076	8.422	9053	105639160
"Male and female"	"5yrs_2017_2021"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.304	0.059	7.188	7.421	16500	302941138
"Male and female"	"5yrs_2017_2021"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	2792	0
"Male and female"	"5yrs_2017_2021"	"Esophagus"	"AllRaceEth"	4.530	0.015	4.501	4.560	93556	1635299861
"Male and female"	"5yrs_2017_2021"	"Esophagus"	"Non-Hispanic White"	5.096	0.019	5.059	5.133	76936	996790386
"Male and female"	"5yrs_2017_2021"	"Esophagus"	"Non-Hispanic Black"	3.418	0.041	3.339	3.499	7513	216359258
"Male and female"	"5yrs_2017_2021"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.748	0.192	4.380	5.139	663	13569919
"Male and female"	"5yrs_2017_2021"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.123	0.045	2.036	2.214	2288	105639160
"Male and female"	"5yrs_2017_2021"	"Esophagus"	"Hispanic (All Races)"	2.723	0.037	2.650	2.797	5746	302941138
"Male and female"	"5yrs_2017_2021"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	410	0
"Male and female"	"5yrs_2017_2021"	"Stomach"	"AllRaceEth"	6.330	0.018	6.294	6.366	125233	1635299861
"Male and female"	"5yrs_2017_2021"	"Stomach"	"Non-Hispanic White"	5.104	0.019	5.066	5.142	74154	996790386
"Male and female"	"5yrs_2017_2021"	"Stomach"	"Non-Hispanic Black"	9.703	0.071	9.564	9.843	19947	216359258
"Male and female"	"5yrs_2017_2021"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	7.848	0.253	7.360	8.359	1034	13569919
"Male and female"	"5yrs_2017_2021"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	8.791	0.093	8.610	8.975	9243	105639160
"Male and female"	"5yrs_2017_2021"	"Stomach"	"Hispanic (All Races)"	9.258	0.069	9.124	9.393	19869	302941138
"Male and female"	"5yrs_2017_2021"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	986	0
"Male and female"	"5yrs_2017_2021"	"Colon and Rectum"	"AllRaceEth"	36.417	0.044	36.330	36.504	710100	1635299861
"Male and female"	"5yrs_2017_2021"	"Colon and Rectum"	"Non-Hispanic White"	36.563	0.054	36.458	36.668	508903	996790386
"Male and female"	"5yrs_2017_2021"	"Colon and Rectum"	"Non-Hispanic Black"	40.977	0.144	40.696	41.260	86266	216359258
"Male and female"	"5yrs_2017_2021"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	41.274	0.575	40.154	42.417	5523	13569919
