"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"1yr_2020"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.318	0.409	3.554	5.198	120	2674736
"Male and female"	"1yr_2020"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.073	0.098	1.884	2.275	456	20821906
"Male and female"	"1yr_2020"	"Esophagus"	"Hispanic (All Races)"	2.389	0.076	2.241	2.543	1050	59846404
"Male and female"	"1yr_2020"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	137	0
"Male and female"	"1yr_2020"	"Stomach"	"AllRaceEth"	5.644	0.039	5.568	5.720	22388	318825602
"Male and female"	"1yr_2020"	"Stomach"	"Non-Hispanic White"	4.569	0.042	4.488	4.651	13182	192928921
"Male and female"	"1yr_2020"	"Stomach"	"Non-Hispanic Black"	8.598	0.147	8.312	8.892	3612	42553635
"Male and female"	"1yr_2020"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	7.116	0.529	6.117	8.232	193	2674736
"Male and female"	"1yr_2020"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	7.370	0.187	7.008	7.747	1589	20821906
"Male and female"	"1yr_2020"	"Stomach"	"Hispanic (All Races)"	8.019	0.140	7.748	8.297	3546	59846404
"Male and female"	"1yr_2020"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	266	0
"Male and female"	"1yr_2020"	"Colon and Rectum"	"AllRaceEth"	32.527	0.094	32.343	32.712	125938	318825602
"Male and female"	"1yr_2020"	"Colon and Rectum"	"Non-Hispanic White"	32.945	0.116	32.719	33.172	90032	192928921
"Male and female"	"1yr_2020"	"Colon and Rectum"	"Non-Hispanic Black"	36.032	0.300	35.447	36.624	15299	42553635
"Male and female"	"1yr_2020"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	34.273	1.161	32.035	36.627	931	2674736
"Male and female"	"1yr_2020"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	24.251	0.338	23.593	24.922	5275	20821906
"Male and female"	"1yr_2020"	"Colon and Rectum"	"Hispanic (All Races)"	28.034	0.256	27.534	28.541	12818	59846404
"Male and female"	"1yr_2020"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	1583	0
"Male and female"	"1yr_2020"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	7.785	0.044	7.699	7.871	32839	318825602
"Male and female"	"1yr_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	6.745	0.048	6.650	6.841	20662	192928921
"Male and female"	"1yr_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	8.636	0.139	8.365	8.913	4074	42553635
"Male and female"	"1yr_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	12.580	0.673	11.296	13.975	374	2674736
"Male and female"	"1yr_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	9.905	0.216	9.486	10.339	2152	20821906
"Male and female"	"1yr_2020"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	11.994	0.170	11.663	12.331	5355	59846404
"Male and female"	"1yr_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	222	0
"Male and female"	"1yr_2020"	"Pancreas"	"AllRaceEth"	12.860	0.057	12.748	12.973	52644	318825602
"Male and female"	"1yr_2020"	"Pancreas"	"Non-Hispanic White"	12.883	0.068	12.751	13.017	38653	192928921
"Male and female"	"1yr_2020"	"Pancreas"	"Non-Hispanic Black"	15.423	0.196	15.042	15.811	6609	42553635
"Male and female"	"1yr_2020"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	12.070	0.692	10.751	13.505	326	2674736
"Male and female"	"1yr_2020"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.218	0.210	8.811	9.640	1977	20821906
"Male and female"	"1yr_2020"	"Pancreas"	"Hispanic (All Races)"	11.256	0.169	10.927	11.593	4749	59846404
"Male and female"	"1yr_2020"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	330	0
"Male and female"	"1yr_2020"	"Larynx"	"AllRaceEth"	2.630	0.026	2.580	2.681	11020	318825602
"Male and female"	"1yr_2020"	"Larynx"	"Non-Hispanic White"	2.770	0.032	2.708	2.832	8281	192928921
"Male and female"	"1yr_2020"	"Larynx"	"Non-Hispanic Black"	3.465	0.090	3.290	3.646	1570	42553635
"Male and female"	"1yr_2020"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	2.571	0.314	1.993	3.265	72	2674736
"Male and female"	"1yr_2020"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.830	0.062	0.712	0.962	182	20821906
"Male and female"	"1yr_2020"	"Larynx"	"Hispanic (All Races)"	1.785	0.065	1.659	1.917	796	59846404
"Male and female"	"1yr_2020"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	119	0
"Male and female"	"1yr_2020"	"Lung and Bronchus"	"AllRaceEth"	47.126	0.108	46.915	47.338	196981	318825602
"Male and female"	"1yr_2020"	"Lung and Bronchus"	"Non-Hispanic White"	51.406	0.132	51.148	51.666	158187	192928921
"Male and female"	"1yr_2020"	"Lung and Bronchus"	"Non-Hispanic Black"	47.669	0.341	47.002	48.342	20780	42553635
"Male and female"	"1yr_2020"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	45.242	1.318	42.695	47.901	1261	2674736
"Male and female"	"1yr_2020"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	28.184	0.366	27.471	28.912	6086	20821906
"Male and female"	"1yr_2020"	"Lung and Bronchus"	"Hispanic (All Races)"	23.625	0.249	23.140	24.117	9652	59846404
"Male and female"	"1yr_2020"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	1015	0
"Male and female"	"1yr_2020"	"Melanoma of the Skin"	"AllRaceEth"	19.980	0.074	19.835	20.126	77023	318825602
"Male and female"	"1yr_2020"	"Melanoma of the Skin"	"Non-Hispanic White"	26.098	0.105	25.893	26.304	69570	192928921
"Male and female"	"1yr_2020"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.832	0.046	0.744	0.928	340	42553635
"Male and female"	"1yr_2020"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	7.273	0.540	6.253	8.410	193	2674736
"Male and female"	"1yr_2020"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.150	0.073	1.011	1.304	252	20821906
"Male and female"	"1yr_2020"	"Melanoma of the Skin"	"Hispanic (All Races)"	3.839	0.095	3.655	4.028	1774	59846404
"Male and female"	"1yr_2020"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	4894	0
"Male and female"	"1yr_2020"	"Breast"	"AllRaceEth"	63.324	0.133	63.064	63.586	241219	318825602
"Male and female"	"1yr_2020"	"Breast"	"Non-Hispanic White"	65.792	0.167	65.465	66.120	174863	192928921
"Male and female"	"1yr_2020"	"Breast"	"Non-Hispanic Black"	67.536	0.409	66.736	68.342	28802	42553635
"Male and female"	"1yr_2020"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	49.138	1.388	46.456	51.935	1338	2674736
"Male and female"	"1yr_2020"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	51.459	0.488	50.508	52.425	11351	20821906
"Male and female"	"1yr_2020"	"Breast"	"Hispanic (All Races)"	46.463	0.320	45.838	47.094	22343	59846404
"Male and female"	"1yr_2020"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	2522	0
"Male and female"	"1yr_2020"	"Cervix Uteri"	"AllRaceEth"	3.498	0.034	3.432	3.564	11526	318825602
"Male and female"	"1yr_2020"	"Cervix Uteri"	"Non-Hispanic White"	3.268	0.042	3.186	3.352	6740	192928921
"Male and female"	"1yr_2020"	"Cervix Uteri"	"Non-Hispanic Black"	3.975	0.101	3.781	4.177	1641	42553635
"Male and female"	"1yr_2020"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	4.326	0.426	3.531	5.243	109	2674736
"Male and female"	"1yr_2020"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	2.925	0.116	2.701	3.162	644	20821906
"Male and female"	"1yr_2020"	"Cervix Uteri"	"Hispanic (All Races)"	4.267	0.093	4.087	4.453	2207	59846404
"Male and female"	"1yr_2020"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	185	0
"Male and female"	"1yr_2020"	"Corpus and Uterus, NOS"	"AllRaceEth"	13.513	0.059	13.397	13.631	54645	318825602
"Male and female"	"1yr_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	13.332	0.072	13.192	13.474	38179	192928921
"Male and female"	"1yr_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	15.327	0.189	14.959	15.701	6998	42553635
"Male and female"	"1yr_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	13.160	0.714	11.798	14.636	364	2674736
"Male and female"	"1yr_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	10.878	0.221	10.449	11.321	2466	20821906
"Male and female"	"1yr_2020"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	12.244	0.163	11.926	12.567	5968	59846404
"Male and female"	"1yr_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	670	0
"Male and female"	"1yr_2020"	"Ovary"	"AllRaceEth"	4.846	0.037	4.775	4.919	18489	318825602
"Male and female"	"1yr_2020"	"Ovary"	"Non-Hispanic White"	4.917	0.045	4.828	5.007	13115	192928921
"Male and female"	"1yr_2020"	"Ovary"	"Non-Hispanic Black"	4.388	0.104	4.187	4.597	1883	42553635
"Male and female"	"1yr_2020"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.349	0.458	4.489	6.324	145	2674736
"Male and female"	"1yr_2020"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	4.618	0.146	4.336	4.914	1019	20821906
"Male and female"	"1yr_2020"	"Ovary"	"Hispanic (All Races)"	4.433	0.099	4.241	4.630	2161	59846404
"Male and female"	"1yr_2020"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	166	0
"Male and female"	"1yr_2020"	"Prostate"	"AllRaceEth"	46.127	0.105	45.923	46.333	200509	318825602
"Male and female"	"1yr_2020"	"Prostate"	"Non-Hispanic White"	44.608	0.121	44.371	44.846	141781	192928921
"Male and female"	"1yr_2020"	"Prostate"	"Non-Hispanic Black"	66.409	0.386	65.655	67.170	31306	42553635
"Male and female"	"1yr_2020"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	29.355	1.025	27.381	31.437	877	2674736
"Male and female"	"1yr_2020"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	21.985	0.318	21.365	22.618	4914	20821906
"Male and female"	"1yr_2020"	"Prostate"	"Hispanic (All Races)"	31.808	0.276	31.269	32.354	14157	59846404
"Male and female"	"1yr_2020"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	7474	0
"Male and female"	"1yr_2020"	"Testis"	"AllRaceEth"	2.818	0.031	2.758	2.879	8573	318825602
"Male and female"	"1yr_2020"	"Testis"	"Non-Hispanic White"	3.379	0.045	3.292	3.468	5894	192928921
"Male and female"	"1yr_2020"	"Testis"	"Non-Hispanic Black"	0.741	0.043	0.660	0.830	311	42553635
"Male and female"	"1yr_2020"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	2.138	0.283	1.619	2.773	59	2674736
"Male and female"	"1yr_2020"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.136	0.072	0.999	1.286	253	20821906
"Male and female"	"1yr_2020"	"Testis"	"Hispanic (All Races)"	2.868	0.068	2.736	3.004	1839	59846404
"Male and female"	"1yr_2020"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	217	0
"Male and female"	"1yr_2020"	"Urinary Bladder"	"AllRaceEth"	17.137	0.066	17.009	17.267	70119	318825602
"Male and female"	"1yr_2020"	"Urinary Bladder"	"Non-Hispanic White"	19.548	0.082	19.387	19.710	59290	192928921
"Male and female"	"1yr_2020"	"Urinary Bladder"	"Non-Hispanic Black"	10.257	0.162	9.941	10.580	4231	42553635
"Male and female"	"1yr_2020"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	9.617	0.612	8.454	10.894	265	2674736
"Male and female"	"1yr_2020"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	7.332	0.189	6.965	7.713	1540	20821906
"Male and female"	"1yr_2020"	"Urinary Bladder"	"Hispanic (All Races)"	9.091	0.156	8.788	9.400	3636	59846404
"Male and female"	"1yr_2020"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	1157	0
"Male and female"	"1yr_2020"	"Kidney and Renal Pelvis"	"AllRaceEth"	15.802	0.065	15.675	15.931	62064	318825602
"Male and female"	"1yr_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	16.177	0.081	16.019	16.336	44689	192928921
"Male and female"	"1yr_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	16.664	0.200	16.274	17.061	7315	42553635
"Male and female"	"1yr_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	22.871	0.939	21.068	24.788	635	2674736
"Male and female"	"1yr_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	7.310	0.185	6.952	7.682	1604	20821906
"Male and female"	"1yr_2020"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	15.443	0.187	15.078	15.814	7267	59846404
"Male and female"	"1yr_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	554	0
"Male and female"	"1yr_2020"	"Brain and Other Nervous System"	"AllRaceEth"	6.050	0.042	5.968	6.133	22135	318825602
"Male and female"	"1yr_2020"	"Brain and Other Nervous System"	"Non-Hispanic White"	6.870	0.057	6.760	6.983	16812	192928921
"Male and female"	"1yr_2020"	"Brain and Other Nervous System"	"Non-Hispanic Black"	3.868	0.097	3.680	4.062	1674	42553635
"Male and female"	"1yr_2020"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.381	0.425	3.589	5.295	112	2674736
"Male and female"	"1yr_2020"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.818	0.136	3.557	4.093	813	20821906
"Male and female"	"1yr_2020"	"Brain and Other Nervous System"	"Hispanic (All Races)"	4.932	0.103	4.733	5.137	2519	59846404
"Male and female"	"1yr_2020"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	205	0
"Male and female"	"1yr_2020"	"Thyroid"	"AllRaceEth"	11.405	0.060	11.288	11.522	38751	318825602
"Male and female"	"1yr_2020"	"Thyroid"	"Non-Hispanic White"	12.165	0.080	12.009	12.322	26316	192928921
"Male and female"	"1yr_2020"	"Thyroid"	"Non-Hispanic Black"	6.835	0.130	6.582	7.096	2876	42553635
"Male and female"	"1yr_2020"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	10.405	0.653	9.165	11.764	267	2674736
"Male and female"	"1yr_2020"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	11.805	0.233	11.352	12.271	2608	20821906
"Male and female"	"1yr_2020"	"Thyroid"	"Hispanic (All Races)"	11.202	0.148	10.913	11.496	5995	59846404
"Male and female"	"1yr_2020"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	689	0
"Male and female"	"1yr_2020"	"Hodgkin Lymphoma"	"AllRaceEth"	2.382	0.027	2.328	2.436	7849	318825602
"Male and female"	"1yr_2020"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.604	0.038	2.531	2.679	5214	192928921
"Male and female"	"1yr_2020"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.386	0.076	2.239	2.540	1020	42553635
"Male and female"	"1yr_2020"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.454	0.234	1.033	1.992	40	2674736
"Male and female"	"1yr_2020"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.240	0.077	1.093	1.401	263	20821906
"Male and female"	"1yr_2020"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.150	0.065	2.024	2.281	1189	59846404
"Male and female"	"1yr_2020"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	123	0
"Male and female"	"1yr_2020"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	16.953	0.067	16.821	17.086	66506	318825602
"Male and female"	"1yr_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	17.878	0.083	17.714	18.042	50443	192928921
"Male and female"	"1yr_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	12.098	0.173	11.760	12.442	5144	42553635
"Male and female"	"1yr_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	12.265	0.695	10.941	13.704	333	2674736
"Male and female"	"1yr_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	12.161	0.240	11.696	12.641	2640	20821906
"Male and female"	"1yr_2020"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	15.345	0.192	14.971	15.725	6928	59846404
"Male and female"	"1yr_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	1018	0
"Male and female"	"1yr_2020"	"Myeloma"	"AllRaceEth"	6.394	0.041	6.315	6.475	25896	318825602
"Male and female"	"1yr_2020"	"Myeloma"	"Non-Hispanic White"	5.649	0.045	5.561	5.738	16784	192928921
"Male and female"	"1yr_2020"	"Myeloma"	"Non-Hispanic Black"	12.711	0.179	12.364	13.067	5366	42553635
"Male and female"	"1yr_2020"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	5.588	0.459	4.724	6.566	158	2674736
"Male and female"	"1yr_2020"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.484	0.128	3.237	3.745	758	20821906
"Male and female"	"1yr_2020"	"Myeloma"	"Hispanic (All Races)"	5.881	0.120	5.647	6.121	2554	59846404
"Male and female"	"1yr_2020"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	276	0
"Male and female"	"1yr_2020"	"Leukemias"	"AllRaceEth"	12.739	0.059	12.622	12.856	48431	318825602
"Male and female"	"1yr_2020"	"Leukemias"	"Non-Hispanic White"	13.495	0.075	13.349	13.642	36591	192928921
"Male and female"	"1yr_2020"	"Leukemias"	"Non-Hispanic Black"	9.682	0.156	9.379	9.993	4049	42553635
"Male and female"	"1yr_2020"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	10.268	0.637	9.057	11.596	274	2674736
"Male and female"	"1yr_2020"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	7.405	0.191	7.036	7.788	1548	20821906
"Male and female"	"1yr_2020"	"Leukemias"	"Hispanic (All Races)"	10.356	0.151	10.062	10.657	5165	59846404
"Male and female"	"1yr_2020"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	804	0
"Male and female"	"1yr_2020"	"Mesothelioma"	"AllRaceEth"	0.672	0.013	0.646	0.698	2672	318825602
"Male and female"	"1yr_2020"	"Mesothelioma"	"Non-Hispanic White"	0.750	0.016	0.718	0.783	2223	192928921
"Male and female"	"1yr_2020"	"Mesothelioma"	"Non-Hispanic Black"	0.332	0.030	0.277	0.395	133	42553635
"Male and female"	"1yr_2020"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	2674736
"Male and female"	"1yr_2020"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.373	0.043	0.293	0.467	77	20821906
"Male and female"	"1yr_2020"	"Mesothelioma"	"Hispanic (All Races)"	0.530	0.037	0.460	0.608	218	59846404
"Male and female"	"1yr_2020"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male and female"	"1yr_2020"	"Kaposi Sarcoma"	"AllRaceEth"	0.270	0.009	0.252	0.289	900	318825602
"Male and female"	"1yr_2020"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.149	0.009	0.133	0.167	343	192928921
"Male and female"	"1yr_2020"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.644	0.040	0.568	0.727	269	42553635
"Male and female"	"1yr_2020"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	2674736
"Male and female"	"1yr_2020"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.126	0.024	0.082	0.184	27	20821906
"Male and female"	"1yr_2020"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.420	0.030	0.364	0.483	213	59846404
"Male and female"	"1yr_2020"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	42	0
"Male and female"	"5yrs_2016_2020"	"All Sites"	"AllRaceEth"	442.220	0.154	441.919	442.521	8674159	1619150982
"Male and female"	"5yrs_2016_2020"	"All Sites"	"Non-Hispanic White"	461.796	0.189	461.426	462.165	6537876	994695863
"Male and female"	"5yrs_2016_2020"	"All Sites"	"Non-Hispanic Black"	445.624	0.473	444.696	446.552	942897	213484312
"Male and female"	"5yrs_2016_2020"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	390.789	1.780	387.308	394.295	51827	13430915
"Male and female"	"5yrs_2016_2020"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	289.852	0.538	288.799	290.909	299196	102275833
"Male and female"	"5yrs_2016_2020"	"All Sites"	"Hispanic (All Races)"	339.013	0.414	338.202	339.825	730512	295264059
"Male and female"	"5yrs_2016_2020"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	111851	0
"Male and female"	"5yrs_2016_2020"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.906	0.025	11.857	11.955	237612	1619150982
"Male and female"	"5yrs_2016_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	13.335	0.032	13.272	13.397	190981	994695863
"Male and female"	"5yrs_2016_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	8.543	0.064	8.417	8.670	18610	213484312
"Male and female"	"5yrs_2016_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	10.590	0.286	10.036	11.166	1471	13430915
"Male and female"	"5yrs_2016_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.115	0.089	7.942	8.292	8563	102275833
"Male and female"	"5yrs_2016_2020"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.043	0.059	6.927	7.159	15330	295264059
"Male and female"	"5yrs_2016_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	2657	0
"Male and female"	"5yrs_2016_2020"	"Esophagus"	"AllRaceEth"	4.505	0.015	4.476	4.535	91875	1619150982
"Male and female"	"5yrs_2016_2020"	"Esophagus"	"Non-Hispanic White"	5.043	0.019	5.006	5.080	75636	994695863
"Male and female"	"5yrs_2016_2020"	"Esophagus"	"Non-Hispanic Black"	3.539	0.042	3.457	3.622	7619	213484312
"Male and female"	"5yrs_2016_2020"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.550	0.190	4.185	4.938	623	13430915
"Male and female"	"5yrs_2016_2020"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.092	0.046	2.003	2.184	2149	102275833
"Male and female"	"5yrs_2016_2020"	"Esophagus"	"Hispanic (All Races)"	2.676	0.038	2.602	2.751	5409	295264059
"Male and female"	"5yrs_2016_2020"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	439	0
"Male and female"	"5yrs_2016_2020"	"Stomach"	"AllRaceEth"	6.226	0.018	6.191	6.262	121741	1619150982
"Male and female"	"5yrs_2016_2020"	"Stomach"	"Non-Hispanic White"	5.059	0.019	5.021	5.097	73151	994695863
"Male and female"	"5yrs_2016_2020"	"Stomach"	"Non-Hispanic Black"	9.479	0.071	9.341	9.619	19113	213484312
"Male and female"	"5yrs_2016_2020"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	7.534	0.250	7.051	8.041	975	13430915
"Male and female"	"5yrs_2016_2020"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	8.837	0.095	8.651	9.025	8911	102275833
"Male and female"	"5yrs_2016_2020"	"Stomach"	"Hispanic (All Races)"	9.031	0.069	8.897	9.167	18651	295264059
"Male and female"	"5yrs_2016_2020"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	940	0
"Male and female"	"5yrs_2016_2020"	"Colon and Rectum"	"AllRaceEth"	36.550	0.044	36.463	36.638	706209	1619150982
"Male and female"	"5yrs_2016_2020"	"Colon and Rectum"	"Non-Hispanic White"	36.780	0.054	36.674	36.885	511416	994695863
"Male and female"	"5yrs_2016_2020"	"Colon and Rectum"	"Non-Hispanic Black"	41.386	0.146	41.100	41.672	85643	213484312
"Male and female"	"5yrs_2016_2020"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	39.740	0.571	38.630	40.875	5214	13430915
