"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"1yr_2017"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	89	0
"Male and female"	"1yr_2017"	"Stomach"	"AllRaceEth"	6.414	0.042	6.333	6.496	24770	325122128
"Male and female"	"1yr_2017"	"Stomach"	"Non-Hispanic White"	5.182	0.044	5.096	5.269	14907	201212513
"Male and female"	"1yr_2017"	"Stomach"	"Non-Hispanic Black"	9.778	0.163	9.461	10.104	3823	42583044
"Male and female"	"1yr_2017"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	7.539	0.571	6.460	8.742	190	2723957
"Male and female"	"1yr_2017"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	9.369	0.224	8.934	9.819	1810	20206192
"Male and female"	"1yr_2017"	"Stomach"	"Hispanic (All Races)"	9.700	0.163	9.383	10.025	3857	58396422
"Male and female"	"1yr_2017"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	183	0
"Male and female"	"1yr_2017"	"Colon and Rectum"	"AllRaceEth"	37.609	0.101	37.411	37.808	144273	325122128
"Male and female"	"1yr_2017"	"Colon and Rectum"	"Non-Hispanic White"	37.712	0.121	37.475	37.951	104989	201212513
"Male and female"	"1yr_2017"	"Colon and Rectum"	"Non-Hispanic Black"	42.352	0.333	41.701	43.010	17230	42583044
"Male and female"	"1yr_2017"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	42.567	1.336	39.988	45.266	1098	2723957
"Male and female"	"1yr_2017"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	29.610	0.393	28.845	30.391	5877	20206192
"Male and female"	"1yr_2017"	"Colon and Rectum"	"Hispanic (All Races)"	33.859	0.301	33.271	34.454	13798	58396422
"Male and female"	"1yr_2017"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	1281	0
"Male and female"	"1yr_2017"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.711	0.047	8.619	8.804	35898	325122128
"Male and female"	"1yr_2017"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.387	0.051	7.288	7.488	22419	201212513
"Male and female"	"1yr_2017"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.700	0.159	10.391	11.016	4847	42583044
"Male and female"	"1yr_2017"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.154	0.724	12.771	15.648	412	2723957
"Male and female"	"1yr_2017"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	12.194	0.253	11.703	12.700	2422	20206192
"Male and female"	"1yr_2017"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.935	0.194	13.557	14.321	5606	58396422
"Male and female"	"1yr_2017"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	192	0
"Male and female"	"1yr_2017"	"Pancreas"	"AllRaceEth"	13.280	0.059	13.164	13.396	52533	325122128
"Male and female"	"1yr_2017"	"Pancreas"	"Non-Hispanic White"	13.240	0.069	13.106	13.375	39292	201212513
"Male and female"	"1yr_2017"	"Pancreas"	"Non-Hispanic Black"	16.361	0.210	15.952	16.778	6505	42583044
"Male and female"	"1yr_2017"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.113	0.691	9.799	12.550	282	2723957
"Male and female"	"1yr_2017"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.506	0.227	9.066	9.961	1823	20206192
"Male and female"	"1yr_2017"	"Pancreas"	"Hispanic (All Races)"	11.813	0.185	11.453	12.181	4418	58396422
"Male and female"	"1yr_2017"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	213	0
"Male and female"	"1yr_2017"	"Larynx"	"AllRaceEth"	3.076	0.028	3.021	3.132	12518	325122128
"Male and female"	"1yr_2017"	"Larynx"	"Non-Hispanic White"	3.209	0.034	3.143	3.277	9492	201212513
"Male and female"	"1yr_2017"	"Larynx"	"Non-Hispanic Black"	4.087	0.100	3.892	4.289	1771	42583044
"Male and female"	"1yr_2017"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.363	0.353	2.708	4.133	98	2723957
"Male and female"	"1yr_2017"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.023	0.073	0.884	1.177	202	20206192
"Male and female"	"1yr_2017"	"Larynx"	"Hispanic (All Races)"	2.211	0.078	2.061	2.368	878	58396422
"Male and female"	"1yr_2017"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	77	0
"Male and female"	"1yr_2017"	"Lung and Bronchus"	"AllRaceEth"	56.747	0.121	56.510	56.985	226950	325122128
"Male and female"	"1yr_2017"	"Lung and Bronchus"	"Non-Hispanic White"	61.180	0.146	60.895	61.466	183921	201212513
"Male and female"	"1yr_2017"	"Lung and Bronchus"	"Non-Hispanic Black"	58.398	0.393	57.630	59.173	23732	42583044
"Male and female"	"1yr_2017"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	56.237	1.550	53.240	59.356	1438	2723957
"Male and female"	"1yr_2017"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	34.690	0.434	33.845	35.550	6657	20206192
"Male and female"	"1yr_2017"	"Lung and Bronchus"	"Hispanic (All Races)"	29.099	0.296	28.521	29.685	10383	58396422
"Male and female"	"1yr_2017"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	819	0
"Male and female"	"1yr_2017"	"Melanoma of the Skin"	"AllRaceEth"	23.235	0.080	23.078	23.393	87732	325122128
"Male and female"	"1yr_2017"	"Melanoma of the Skin"	"Non-Hispanic White"	30.335	0.112	30.116	30.556	80968	201212513
"Male and female"	"1yr_2017"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.956	0.051	0.859	1.062	371	42583044
"Male and female"	"1yr_2017"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.628	0.598	7.496	9.880	223	2723957
"Male and female"	"1yr_2017"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.254	0.080	1.101	1.421	253	20206192
"Male and female"	"1yr_2017"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.812	0.112	4.595	5.035	2040	58396422
"Male and female"	"1yr_2017"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	3877	0
"Male and female"	"1yr_2017"	"Breast"	"AllRaceEth"	67.873	0.138	67.603	68.143	257138	325122128
"Male and female"	"1yr_2017"	"Breast"	"Non-Hispanic White"	70.044	0.169	69.713	70.376	189912	201212513
"Male and female"	"1yr_2017"	"Breast"	"Non-Hispanic Black"	72.045	0.432	71.201	72.897	29522	42583044
"Male and female"	"1yr_2017"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	55.136	1.504	52.228	58.163	1451	2723957
"Male and female"	"1yr_2017"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	55.428	0.526	54.402	56.468	11416	20206192
"Male and female"	"1yr_2017"	"Breast"	"Hispanic (All Races)"	52.457	0.360	51.754	53.168	22889	58396422
"Male and female"	"1yr_2017"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	1948	0
"Male and female"	"1yr_2017"	"Cervix Uteri"	"AllRaceEth"	3.933	0.035	3.864	4.003	13139	325122128
"Male and female"	"1yr_2017"	"Cervix Uteri"	"Non-Hispanic White"	3.676	0.044	3.591	3.763	7871	201212513
"Male and female"	"1yr_2017"	"Cervix Uteri"	"Non-Hispanic Black"	4.760	0.111	4.544	4.983	1925	42583044
"Male and female"	"1yr_2017"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	5.130	0.461	4.266	6.116	131	2723957
"Male and female"	"1yr_2017"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.462	0.131	3.211	3.729	718	20206192
"Male and female"	"1yr_2017"	"Cervix Uteri"	"Hispanic (All Races)"	4.742	0.101	4.545	4.945	2333	58396422
"Male and female"	"1yr_2017"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	161	0
"Male and female"	"1yr_2017"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.590	0.062	14.468	14.712	58255	325122128
"Male and female"	"1yr_2017"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.619	0.074	14.474	14.766	42227	201212513
"Male and female"	"1yr_2017"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	16.182	0.200	15.791	16.579	6966	42583044
"Male and female"	"1yr_2017"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	12.942	0.718	11.573	14.429	350	2723957
"Male and female"	"1yr_2017"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	11.564	0.237	11.104	12.037	2453	20206192
"Male and female"	"1yr_2017"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	12.882	0.176	12.540	13.232	5758	58396422
"Male and female"	"1yr_2017"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	501	0
"Male and female"	"1yr_2017"	"Ovary"	"AllRaceEth"	5.552	0.039	5.475	5.629	21026	325122128
"Male and female"	"1yr_2017"	"Ovary"	"Non-Hispanic White"	5.677	0.048	5.584	5.772	15458	201212513
"Male and female"	"1yr_2017"	"Ovary"	"Non-Hispanic Black"	4.805	0.112	4.588	5.030	1959	42583044
"Male and female"	"1yr_2017"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.548	0.481	4.646	6.573	143	2723957
"Male and female"	"1yr_2017"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	4.693	0.153	4.398	5.003	968	20206192
"Male and female"	"1yr_2017"	"Ovary"	"Hispanic (All Races)"	5.341	0.115	5.118	5.572	2349	58396422
"Male and female"	"1yr_2017"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	149	0
"Male and female"	"1yr_2017"	"Prostate"	"AllRaceEth"	51.493	0.112	51.273	51.713	217112	325122128
"Male and female"	"1yr_2017"	"Prostate"	"Non-Hispanic White"	49.174	0.127	48.925	49.424	154512	201212513
"Male and female"	"1yr_2017"	"Prostate"	"Non-Hispanic Black"	76.189	0.427	75.355	77.029	33994	42583044
"Male and female"	"1yr_2017"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	35.985	1.193	33.685	38.402	994	2723957
"Male and female"	"1yr_2017"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	25.801	0.366	25.090	26.528	5206	20206192
"Male and female"	"1yr_2017"	"Prostate"	"Hispanic (All Races)"	39.687	0.330	39.044	40.338	15609	58396422
"Male and female"	"1yr_2017"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	6797	0
"Male and female"	"1yr_2017"	"Testis"	"AllRaceEth"	2.872	0.031	2.812	2.932	8974	325122128
"Male and female"	"1yr_2017"	"Testis"	"Non-Hispanic White"	3.489	0.045	3.402	3.577	6386	201212513
"Male and female"	"1yr_2017"	"Testis"	"Non-Hispanic Black"	0.754	0.043	0.671	0.844	313	42583044
"Male and female"	"1yr_2017"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	2.839	0.338	2.216	3.583	74	2723957
"Male and female"	"1yr_2017"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.062	0.070	0.928	1.209	233	20206192
"Male and female"	"1yr_2017"	"Testis"	"Hispanic (All Races)"	2.852	0.068	2.720	2.989	1804	58396422
"Male and female"	"1yr_2017"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	164	0
"Male and female"	"1yr_2017"	"Urinary Bladder"	"AllRaceEth"	19.633	0.072	19.493	19.775	77291	325122128
"Male and female"	"1yr_2017"	"Urinary Bladder"	"Non-Hispanic White"	22.179	0.088	22.007	22.352	66087	201212513
"Male and female"	"1yr_2017"	"Urinary Bladder"	"Non-Hispanic Black"	11.834	0.182	11.480	12.196	4524	42583044
"Male and female"	"1yr_2017"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	12.426	0.754	10.992	13.988	298	2723957
"Male and female"	"1yr_2017"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.475	0.217	8.055	8.910	1588	20206192
"Male and female"	"1yr_2017"	"Urinary Bladder"	"Hispanic (All Races)"	10.809	0.182	10.456	11.170	3810	58396422
"Male and female"	"1yr_2017"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	984	0
"Male and female"	"1yr_2017"	"Kidney and Renal Pelvis"	"AllRaceEth"	17.456	0.069	17.321	17.592	67376	325122128
"Male and female"	"1yr_2017"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.689	0.083	17.526	17.854	49202	201212513
"Male and female"	"1yr_2017"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	19.003	0.220	18.574	19.439	7945	42583044
"Male and female"	"1yr_2017"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	23.817	0.976	21.942	25.809	643	2723957
"Male and female"	"1yr_2017"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	8.612	0.210	8.205	9.034	1741	20206192
"Male and female"	"1yr_2017"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	17.564	0.212	17.151	17.984	7465	58396422
"Male and female"	"1yr_2017"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	380	0
"Male and female"	"1yr_2017"	"Brain and Other Nervous System"	"AllRaceEth"	6.515	0.044	6.430	6.601	23481	325122128
"Male and female"	"1yr_2017"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.406	0.058	7.292	7.521	18177	201212513
"Male and female"	"1yr_2017"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.076	0.102	3.879	4.280	1691	42583044
"Male and female"	"1yr_2017"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.934	0.443	4.105	5.882	132	2723957
"Male and female"	"1yr_2017"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.893	0.142	3.620	4.182	772	20206192
"Male and female"	"1yr_2017"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.285	0.111	5.069	5.507	2537	58396422
"Male and female"	"1yr_2017"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	172	0
"Male and female"	"1yr_2017"	"Thyroid"	"AllRaceEth"	13.470	0.064	13.344	13.597	46194	325122128
"Male and female"	"1yr_2017"	"Thyroid"	"Non-Hispanic White"	14.364	0.085	14.198	14.531	32003	201212513
"Male and female"	"1yr_2017"	"Thyroid"	"Non-Hispanic Black"	8.234	0.145	7.953	8.522	3414	42583044
"Male and female"	"1yr_2017"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	11.822	0.697	10.496	13.268	305	2723957
"Male and female"	"1yr_2017"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	14.694	0.267	14.175	15.227	3093	20206192
"Male and female"	"1yr_2017"	"Thyroid"	"Hispanic (All Races)"	13.350	0.168	13.022	13.683	6737	58396422
"Male and female"	"1yr_2017"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	642	0
"Male and female"	"1yr_2017"	"Hodgkin Lymphoma"	"AllRaceEth"	2.604	0.028	2.549	2.660	8721	325122128
"Male and female"	"1yr_2017"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.847	0.038	2.772	2.923	5961	201212513
"Male and female"	"1yr_2017"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.679	0.081	2.523	2.843	1144	42583044
"Male and female"	"1yr_2017"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.997	0.270	1.503	2.606	57	2723957
"Male and female"	"1yr_2017"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.340	0.081	1.185	1.510	279	20206192
"Male and female"	"1yr_2017"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.206	0.068	2.074	2.344	1161	58396422
"Male and female"	"1yr_2017"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	119	0
"Male and female"	"1yr_2017"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	18.971	0.072	18.830	19.113	72454	325122128
"Male and female"	"1yr_2017"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	19.828	0.087	19.657	20.000	55619	201212513
"Male and female"	"1yr_2017"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	14.341	0.194	13.963	14.726	5803	42583044
"Male and female"	"1yr_2017"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.175	0.779	12.690	15.783	358	2723957
"Male and female"	"1yr_2017"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	12.895	0.262	12.388	13.418	2523	20206192
"Male and female"	"1yr_2017"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.837	0.220	17.409	18.273	7260	58396422
"Male and female"	"1yr_2017"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	891	0
"Male and female"	"1yr_2017"	"Myeloma"	"AllRaceEth"	7.072	0.043	6.988	7.158	27787	325122128
"Male and female"	"1yr_2017"	"Myeloma"	"Non-Hispanic White"	6.204	0.047	6.112	6.298	18225	201212513
"Male and female"	"1yr_2017"	"Myeloma"	"Non-Hispanic Black"	14.389	0.197	14.006	14.779	5719	42583044
"Male and female"	"1yr_2017"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	7.422	0.575	6.337	8.633	180	2723957
"Male and female"	"1yr_2017"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	4.079	0.147	3.795	4.378	795	20206192
"Male and female"	"1yr_2017"	"Myeloma"	"Hispanic (All Races)"	6.694	0.137	6.429	6.967	2604	58396422
"Male and female"	"1yr_2017"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	264	0
"Male and female"	"1yr_2017"	"Leukemias"	"AllRaceEth"	14.161	0.063	14.038	14.285	52975	325122128
"Male and female"	"1yr_2017"	"Leukemias"	"Non-Hispanic White"	14.965	0.078	14.813	15.118	40732	201212513
"Male and female"	"1yr_2017"	"Leukemias"	"Non-Hispanic Black"	10.981	0.171	10.649	11.321	4389	42583044
"Male and female"	"1yr_2017"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	12.281	0.722	10.906	13.778	309	2723957
"Male and female"	"1yr_2017"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	8.239	0.209	7.834	8.660	1599	20206192
"Male and female"	"1yr_2017"	"Leukemias"	"Hispanic (All Races)"	11.206	0.167	10.880	11.538	5129	58396422
"Male and female"	"1yr_2017"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	817	0
"Male and female"	"1yr_2017"	"Mesothelioma"	"AllRaceEth"	0.836	0.015	0.807	0.866	3196	325122128
"Male and female"	"1yr_2017"	"Mesothelioma"	"Non-Hispanic White"	0.923	0.018	0.887	0.959	2688	201212513
"Male and female"	"1yr_2017"	"Mesothelioma"	"Non-Hispanic Black"	0.429	0.035	0.363	0.503	160	42583044
"Male and female"	"1yr_2017"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	1.032	0.217	0.650	1.546	24	2723957
"Male and female"	"1yr_2017"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.363	0.045	0.282	0.462	69	20206192
"Male and female"	"1yr_2017"	"Mesothelioma"	"Hispanic (All Races)"	0.653	0.044	0.570	0.744	242	58396422
"Male and female"	"1yr_2017"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Male and female"	"1yr_2017"	"Kaposi Sarcoma"	"AllRaceEth"	0.316	0.010	0.297	0.336	1058	325122128
"Male and female"	"1yr_2017"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.173	0.009	0.156	0.192	410	201212513
"Male and female"	"1yr_2017"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.737	0.043	0.656	0.825	312	42583044
"Male and female"	"1yr_2017"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	2723957
"Male and female"	"1yr_2017"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.165	0.029	0.113	0.233	33	20206192
"Male and female"	"1yr_2017"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.540	0.036	0.472	0.615	253	58396422
"Male and female"	"1yr_2017"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	45	0
"Male and female"	"5yrs_2013_2017"	"All Sites"	"AllRaceEth"	454.609	0.159	454.296	454.921	8473931	1603379153
"Male and female"	"5yrs_2013_2017"	"All Sites"	"Non-Hispanic White"	471.604	0.192	471.228	471.981	6467896	1005334133
"Male and female"	"5yrs_2013_2017"	"All Sites"	"Non-Hispanic Black"	463.897	0.502	462.912	464.882	910721	208645446
"Male and female"	"5yrs_2013_2017"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	405.312	1.908	401.581	409.068	49540	13422107
"Male and female"	"5yrs_2013_2017"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	298.667	0.585	297.522	299.815	272354	95316312
"Male and female"	"5yrs_2013_2017"	"All Sites"	"Hispanic (All Races)"	356.973	0.456	356.080	357.867	679485	280661155
"Male and female"	"5yrs_2013_2017"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	93935	0
"Male and female"	"5yrs_2013_2017"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.961	0.026	11.911	12.012	228022	1603379153
"Male and female"	"5yrs_2013_2017"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	13.222	0.032	13.160	13.285	184426	1005334133
"Male and female"	"5yrs_2013_2017"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	9.104	0.069	8.970	9.240	18680	208645446
"Male and female"	"5yrs_2013_2017"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	10.586	0.297	10.012	11.184	1385	13422107
"Male and female"	"5yrs_2013_2017"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.262	0.095	8.076	8.451	7780	95316312
"Male and female"	"5yrs_2013_2017"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.144	0.064	7.019	7.270	13738	280661155
"Male and female"	"5yrs_2013_2017"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	2013	0
"Male and female"	"5yrs_2013_2017"	"Esophagus"	"AllRaceEth"	4.561	0.016	4.530	4.592	87750	1603379153
"Male and female"	"5yrs_2013_2017"	"Esophagus"	"Non-Hispanic White"	5.009	0.019	4.972	5.046	72278	1005334133
"Male and female"	"5yrs_2013_2017"	"Esophagus"	"Non-Hispanic Black"	3.932	0.046	3.842	4.023	7815	208645446
"Male and female"	"5yrs_2013_2017"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.567	0.201	4.181	4.978	569	13422107
"Male and female"	"5yrs_2013_2017"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.147	0.050	2.050	2.248	1913	95316312
"Male and female"	"5yrs_2013_2017"	"Esophagus"	"Hispanic (All Races)"	2.748	0.041	2.668	2.831	4800	280661155
"Male and female"	"5yrs_2013_2017"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	375	0
"Male and female"	"5yrs_2013_2017"	"Stomach"	"AllRaceEth"	6.568	0.019	6.531	6.606	121927	1603379153
"Male and female"	"5yrs_2013_2017"	"Stomach"	"Non-Hispanic White"	5.345	0.020	5.306	5.385	74930	1005334133
"Male and female"	"5yrs_2013_2017"	"Stomach"	"Non-Hispanic Black"	10.064	0.076	9.915	10.214	18684	208645446
"Male and female"	"5yrs_2013_2017"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	8.196	0.277	7.662	8.757	963	13422107
"Male and female"	"5yrs_2013_2017"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	10.207	0.111	9.991	10.426	8879	95316312
"Male and female"	"5yrs_2013_2017"	"Stomach"	"Hispanic (All Races)"	9.806	0.077	9.655	9.959	17712	280661155
"Male and female"	"5yrs_2013_2017"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	759	0
"Male and female"	"5yrs_2013_2017"	"Colon and Rectum"	"AllRaceEth"	38.690	0.047	38.599	38.781	716789	1603379153
"Male and female"	"5yrs_2013_2017"	"Colon and Rectum"	"Non-Hispanic White"	38.557	0.055	38.449	38.664	527373	1005334133
"Male and female"	"5yrs_2013_2017"	"Colon and Rectum"	"Non-Hispanic Black"	45.096	0.158	44.787	45.407	86908	208645446
"Male and female"	"5yrs_2013_2017"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	42.935	0.626	41.716	44.180	5166	13422107
