"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"1yr_2019"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.432	0.218	9.009	9.868	1932	20709198
"Male and female"	"1yr_2019"	"Pancreas"	"Hispanic (All Races)"	11.838	0.178	11.492	12.191	4771	59496798
"Male and female"	"1yr_2019"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	321	0
"Male and female"	"1yr_2019"	"Larynx"	"AllRaceEth"	2.860	0.027	2.808	2.912	12077	325239182
"Male and female"	"1yr_2019"	"Larynx"	"Non-Hispanic White"	2.976	0.032	2.913	3.041	9052	199309951
"Male and female"	"1yr_2019"	"Larynx"	"Non-Hispanic Black"	3.750	0.094	3.568	3.938	1703	43000328
"Male and female"	"1yr_2019"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	2.940	0.328	2.333	3.659	86	2722907
"Male and female"	"1yr_2019"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.963	0.069	0.833	1.107	203	20709198
"Male and female"	"1yr_2019"	"Larynx"	"Hispanic (All Races)"	2.146	0.074	2.004	2.295	910	59496798
"Male and female"	"1yr_2019"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	123	0
"Male and female"	"1yr_2019"	"Lung and Bronchus"	"AllRaceEth"	52.922	0.114	52.698	53.147	221097	325239182
"Male and female"	"1yr_2019"	"Lung and Bronchus"	"Non-Hispanic White"	57.082	0.138	56.811	57.354	177518	199309951
"Male and female"	"1yr_2019"	"Lung and Bronchus"	"Non-Hispanic Black"	54.871	0.370	54.148	55.602	23462	43000328
"Male and female"	"1yr_2019"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	49.924	1.395	47.227	52.734	1380	2722907
"Male and female"	"1yr_2019"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	33.249	0.407	32.455	34.057	6882	20709198
"Male and female"	"1yr_2019"	"Lung and Bronchus"	"Hispanic (All Races)"	27.466	0.275	26.930	28.010	10682	59496798
"Male and female"	"1yr_2019"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	1173	0
"Male and female"	"1yr_2019"	"Melanoma of the Skin"	"AllRaceEth"	22.679	0.078	22.525	22.833	88059	325239182
"Male and female"	"1yr_2019"	"Melanoma of the Skin"	"Non-Hispanic White"	29.404	0.110	29.190	29.621	79900	199309951
"Male and female"	"1yr_2019"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.936	0.050	0.841	1.039	373	43000328
"Male and female"	"1yr_2019"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	7.867	0.563	6.803	9.048	208	2722907
"Male and female"	"1yr_2019"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.166	0.075	1.023	1.324	246	20709198
"Male and female"	"1yr_2019"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.534	0.105	4.332	4.744	2035	59496798
"Male and female"	"1yr_2019"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	5297	0
"Male and female"	"1yr_2019"	"Breast"	"AllRaceEth"	69.016	0.138	68.746	69.287	266483	325239182
"Male and female"	"1yr_2019"	"Breast"	"Non-Hispanic White"	71.141	0.171	70.807	71.476	194395	199309951
"Male and female"	"1yr_2019"	"Breast"	"Non-Hispanic Black"	72.702	0.426	71.869	73.542	30776	43000328
"Male and female"	"1yr_2019"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	54.452	1.457	51.633	57.385	1494	2722907
"Male and female"	"1yr_2019"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	57.183	0.521	56.167	58.213	12322	20709198
"Male and female"	"1yr_2019"	"Breast"	"Hispanic (All Races)"	53.931	0.352	53.244	54.625	25011	59496798
"Male and female"	"1yr_2019"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	2485	0
"Male and female"	"1yr_2019"	"Cervix Uteri"	"AllRaceEth"	3.832	0.035	3.764	3.901	12795	325239182
"Male and female"	"1yr_2019"	"Cervix Uteri"	"Non-Hispanic White"	3.525	0.043	3.440	3.610	7427	199309951
"Male and female"	"1yr_2019"	"Cervix Uteri"	"Non-Hispanic Black"	4.566	0.107	4.358	4.781	1906	43000328
"Male and female"	"1yr_2019"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	4.651	0.440	3.828	5.594	117	2722907
"Male and female"	"1yr_2019"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.076	0.121	2.844	3.322	664	20709198
"Male and female"	"1yr_2019"	"Cervix Uteri"	"Hispanic (All Races)"	4.899	0.101	4.703	5.101	2486	59496798
"Male and female"	"1yr_2019"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	195	0
"Male and female"	"1yr_2019"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.589	0.062	14.468	14.710	59450	325239182
"Male and female"	"1yr_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.327	0.073	14.183	14.472	41821	199309951
"Male and female"	"1yr_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	16.104	0.195	15.725	16.490	7283	43000328
"Male and female"	"1yr_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	13.030	0.711	11.675	14.500	359	2722907
"Male and female"	"1yr_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	11.854	0.234	11.400	12.323	2620	20709198
"Male and female"	"1yr_2019"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	14.139	0.178	13.793	14.492	6729	59496798
"Male and female"	"1yr_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	638	0
"Male and female"	"1yr_2019"	"Ovary"	"AllRaceEth"	5.079	0.037	5.007	5.153	19571	325239182
"Male and female"	"1yr_2019"	"Ovary"	"Non-Hispanic White"	5.112	0.046	5.023	5.202	13982	199309951
"Male and female"	"1yr_2019"	"Ovary"	"Non-Hispanic Black"	4.433	0.105	4.229	4.644	1889	43000328
"Male and female"	"1yr_2019"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	4.484	0.426	3.688	5.398	119	2722907
"Male and female"	"1yr_2019"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	4.773	0.150	4.483	5.077	1032	20709198
"Male and female"	"1yr_2019"	"Ovary"	"Hispanic (All Races)"	5.104	0.109	4.892	5.322	2370	59496798
"Male and female"	"1yr_2019"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	179	0
"Male and female"	"1yr_2019"	"Prostate"	"AllRaceEth"	51.539	0.110	51.323	51.756	224733	325239182
"Male and female"	"1yr_2019"	"Prostate"	"Non-Hispanic White"	49.380	0.126	49.133	49.628	159001	199309951
"Male and female"	"1yr_2019"	"Prostate"	"Non-Hispanic Black"	74.689	0.412	73.884	75.500	34872	43000328
"Male and female"	"1yr_2019"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	32.506	1.091	30.402	34.719	950	2722907
"Male and female"	"1yr_2019"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	25.528	0.349	24.848	26.222	5533	20709198
"Male and female"	"1yr_2019"	"Prostate"	"Hispanic (All Races)"	38.185	0.310	37.581	38.797	16281	59496798
"Male and female"	"1yr_2019"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	8096	0
"Male and female"	"1yr_2019"	"Testis"	"AllRaceEth"	2.815	0.031	2.755	2.875	8743	325239182
"Male and female"	"1yr_2019"	"Testis"	"Non-Hispanic White"	3.424	0.044	3.338	3.513	6193	199309951
"Male and female"	"1yr_2019"	"Testis"	"Non-Hispanic Black"	0.711	0.042	0.631	0.799	298	43000328
"Male and female"	"1yr_2019"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.377	0.373	2.687	4.189	86	2722907
"Male and female"	"1yr_2019"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.051	0.070	0.919	1.197	232	20709198
"Male and female"	"1yr_2019"	"Testis"	"Hispanic (All Races)"	2.718	0.066	2.590	2.852	1735	59496798
"Male and female"	"1yr_2019"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	199	0
"Male and female"	"1yr_2019"	"Urinary Bladder"	"AllRaceEth"	18.302	0.068	18.170	18.436	75022	325239182
"Male and female"	"1yr_2019"	"Urinary Bladder"	"Non-Hispanic White"	20.732	0.084	20.567	20.897	63658	199309951
"Male and female"	"1yr_2019"	"Urinary Bladder"	"Non-Hispanic Black"	10.957	0.169	10.628	11.294	4461	43000328
"Male and female"	"1yr_2019"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	10.632	0.666	9.367	12.017	274	2722907
"Male and female"	"1yr_2019"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	7.745	0.199	7.360	8.144	1565	20709198
"Male and female"	"1yr_2019"	"Urinary Bladder"	"Hispanic (All Races)"	10.341	0.170	10.011	10.678	3962	59496798
"Male and female"	"1yr_2019"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	1102	0
"Male and female"	"1yr_2019"	"Kidney and Renal Pelvis"	"AllRaceEth"	17.218	0.068	17.085	17.352	68047	325239182
"Male and female"	"1yr_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.321	0.083	17.160	17.484	48777	199309951
"Male and female"	"1yr_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.969	0.215	18.550	19.394	8261	43000328
"Male and female"	"1yr_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	23.877	0.964	22.025	25.842	658	2722907
"Male and female"	"1yr_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	7.893	0.195	7.516	8.284	1690	20709198
"Male and female"	"1yr_2019"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	17.756	0.205	17.356	18.162	8062	59496798
"Male and female"	"1yr_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	599	0
"Male and female"	"1yr_2019"	"Brain and Other Nervous System"	"AllRaceEth"	6.132	0.042	6.050	6.215	22538	325239182
"Male and female"	"1yr_2019"	"Brain and Other Nervous System"	"Non-Hispanic White"	6.916	0.056	6.806	7.028	17185	199309951
"Male and female"	"1yr_2019"	"Brain and Other Nervous System"	"Non-Hispanic Black"	3.985	0.099	3.793	4.183	1698	43000328
"Male and female"	"1yr_2019"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.775	0.434	3.963	5.705	128	2722907
"Male and female"	"1yr_2019"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.456	0.131	3.205	3.722	719	20709198
"Male and female"	"1yr_2019"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.185	0.107	4.978	5.399	2598	59496798
"Male and female"	"1yr_2019"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	210	0
"Male and female"	"1yr_2019"	"Thyroid"	"AllRaceEth"	13.135	0.064	13.011	13.260	45311	325239182
"Male and female"	"1yr_2019"	"Thyroid"	"Non-Hispanic White"	13.736	0.083	13.573	13.900	30596	199309951
"Male and female"	"1yr_2019"	"Thyroid"	"Non-Hispanic Black"	7.547	0.137	7.281	7.819	3212	43000328
"Male and female"	"1yr_2019"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	11.317	0.679	10.026	12.727	293	2722907
"Male and female"	"1yr_2019"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	14.846	0.264	14.333	15.372	3228	20709198
"Male and female"	"1yr_2019"	"Thyroid"	"Hispanic (All Races)"	13.698	0.166	13.376	14.027	7206	59496798
"Male and female"	"1yr_2019"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	776	0
"Male and female"	"1yr_2019"	"Hodgkin Lymphoma"	"AllRaceEth"	2.541	0.028	2.486	2.596	8525	325239182
"Male and female"	"1yr_2019"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.742	0.038	2.668	2.818	5687	199309951
"Male and female"	"1yr_2019"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.574	0.079	2.422	2.734	1101	43000328
"Male and female"	"1yr_2019"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.544	0.242	1.107	2.098	43	2722907
"Male and female"	"1yr_2019"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.350	0.081	1.197	1.518	288	20709198
"Male and female"	"1yr_2019"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.320	0.068	2.188	2.457	1270	59496798
"Male and female"	"1yr_2019"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	136	0
"Male and female"	"1yr_2019"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	18.148	0.069	18.012	18.285	71575	325239182
"Male and female"	"1yr_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	18.966	0.085	18.800	19.133	54396	199309951
"Male and female"	"1yr_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	13.364	0.183	13.008	13.727	5655	43000328
"Male and female"	"1yr_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	13.858	0.743	12.438	15.393	374	2722907
"Male and female"	"1yr_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	12.605	0.249	12.122	13.102	2648	20709198
"Male and female"	"1yr_2019"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	16.876	0.205	16.477	17.282	7378	59496798
"Male and female"	"1yr_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	1124	0
"Male and female"	"1yr_2019"	"Myeloma"	"AllRaceEth"	6.843	0.042	6.761	6.925	27825	325239182
"Male and female"	"1yr_2019"	"Myeloma"	"Non-Hispanic White"	5.960	0.046	5.870	6.051	17968	199309951
"Male and female"	"1yr_2019"	"Myeloma"	"Non-Hispanic Black"	13.916	0.188	13.550	14.290	5828	43000328
"Male and female"	"1yr_2019"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	5.869	0.475	4.975	6.878	163	2722907
"Male and female"	"1yr_2019"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.990	0.141	3.719	4.275	831	20709198
"Male and female"	"1yr_2019"	"Myeloma"	"Hispanic (All Races)"	6.409	0.129	6.158	6.666	2659	59496798
"Male and female"	"1yr_2019"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	376	0
"Male and female"	"1yr_2019"	"Leukemias"	"AllRaceEth"	13.206	0.060	13.089	13.325	50627	325239182
"Male and female"	"1yr_2019"	"Leukemias"	"Non-Hispanic White"	13.888	0.075	13.742	14.035	38312	199309951
"Male and female"	"1yr_2019"	"Leukemias"	"Non-Hispanic Black"	10.281	0.162	9.967	10.603	4268	43000328
"Male and female"	"1yr_2019"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	9.805	0.625	8.618	11.108	261	2722907
"Male and female"	"1yr_2019"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	7.398	0.191	7.028	7.783	1534	20709198
"Male and female"	"1yr_2019"	"Leukemias"	"Hispanic (All Races)"	10.737	0.157	10.431	11.049	5217	59496798
"Male and female"	"1yr_2019"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	1035	0
"Male and female"	"1yr_2019"	"Mesothelioma"	"AllRaceEth"	0.729	0.014	0.703	0.757	2911	325239182
"Male and female"	"1yr_2019"	"Mesothelioma"	"Non-Hispanic White"	0.798	0.017	0.766	0.832	2402	199309951
"Male and female"	"1yr_2019"	"Mesothelioma"	"Non-Hispanic Black"	0.376	0.031	0.317	0.442	152	43000328
"Male and female"	"1yr_2019"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	2722907
"Male and female"	"1yr_2019"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.290	0.038	0.221	0.374	61	20709198
"Male and female"	"1yr_2019"	"Mesothelioma"	"Hispanic (All Races)"	0.674	0.043	0.593	0.763	265	59496798
"Male and female"	"1yr_2019"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	16	0
"Male and female"	"1yr_2019"	"Kaposi Sarcoma"	"AllRaceEth"	0.281	0.009	0.263	0.300	961	325239182
"Male and female"	"1yr_2019"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.139	0.008	0.123	0.156	324	199309951
"Male and female"	"1yr_2019"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.730	0.043	0.648	0.818	306	43000328
"Male and female"	"1yr_2019"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	2722907
"Male and female"	"1yr_2019"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.114	0.023	0.073	0.170	25	20709198
"Male and female"	"1yr_2019"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.520	0.035	0.454	0.592	247	59496798
"Male and female"	"1yr_2019"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	51	0
"Male and female"	"5yrs_2015_2019"	"All Sites"	"AllRaceEth"	449.151	0.156	448.846	449.457	8682749	1617979533
"Male and female"	"5yrs_2015_2019"	"All Sites"	"Non-Hispanic White"	466.485	0.190	466.114	466.857	6558544	1002418996
"Male and female"	"5yrs_2015_2019"	"All Sites"	"Non-Hispanic Black"	453.528	0.484	452.580	454.477	937334	212147875
"Male and female"	"5yrs_2015_2019"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	396.119	1.817	392.566	399.696	51442	13547479
"Male and female"	"5yrs_2015_2019"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	295.345	0.556	294.256	296.436	292148	99993877
"Male and female"	"5yrs_2015_2019"	"All Sites"	"Hispanic (All Races)"	352.232	0.432	351.386	353.080	727935	289871306
"Male and female"	"5yrs_2015_2019"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	115346	0
"Male and female"	"5yrs_2015_2019"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.964	0.025	11.915	12.013	235697	1617979533
"Male and female"	"5yrs_2015_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	13.322	0.032	13.260	13.384	189763	1002418996
"Male and female"	"5yrs_2015_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	8.715	0.066	8.587	8.845	18642	212147875
"Male and female"	"5yrs_2015_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	10.195	0.283	9.648	10.766	1399	13547479
"Male and female"	"5yrs_2015_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.200	0.091	8.022	8.381	8310	99993877
"Male and female"	"5yrs_2015_2019"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.214	0.061	7.094	7.335	15008	289871306
"Male and female"	"5yrs_2015_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	2575	0
"Male and female"	"5yrs_2015_2019"	"Esophagus"	"AllRaceEth"	4.550	0.015	4.520	4.580	91240	1617979533
"Male and female"	"5yrs_2015_2019"	"Esophagus"	"Non-Hispanic White"	5.050	0.019	5.013	5.087	75053	1002418996
"Male and female"	"5yrs_2015_2019"	"Esophagus"	"Non-Hispanic Black"	3.677	0.043	3.593	3.763	7738	212147875
"Male and female"	"5yrs_2015_2019"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.506	0.192	4.137	4.899	600	13547479
"Male and female"	"5yrs_2015_2019"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.087	0.047	1.996	2.181	2039	99993877
"Male and female"	"5yrs_2015_2019"	"Esophagus"	"Hispanic (All Races)"	2.775	0.040	2.698	2.853	5327	289871306
"Male and female"	"5yrs_2015_2019"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	483	0
"Male and female"	"5yrs_2015_2019"	"Stomach"	"AllRaceEth"	6.376	0.019	6.339	6.412	122802	1617979533
"Male and female"	"5yrs_2015_2019"	"Stomach"	"Non-Hispanic White"	5.171	0.020	5.133	5.210	74279	1002418996
"Male and female"	"5yrs_2015_2019"	"Stomach"	"Non-Hispanic Black"	9.682	0.073	9.541	9.825	19011	212147875
"Male and female"	"5yrs_2015_2019"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	7.548	0.254	7.057	8.062	956	13547479
"Male and female"	"5yrs_2015_2019"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	9.338	0.101	9.142	9.537	8958	99993877
"Male and female"	"5yrs_2015_2019"	"Stomach"	"Hispanic (All Races)"	9.440	0.072	9.299	9.583	18651	289871306
"Male and female"	"5yrs_2015_2019"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	947	0
"Male and female"	"5yrs_2015_2019"	"Colon and Rectum"	"AllRaceEth"	37.646	0.045	37.557	37.735	719362	1617979533
"Male and female"	"5yrs_2015_2019"	"Colon and Rectum"	"Non-Hispanic White"	37.648	0.054	37.542	37.755	522656	1002418996
"Male and female"	"5yrs_2015_2019"	"Colon and Rectum"	"Non-Hispanic Black"	42.961	0.150	42.667	43.257	86995	212147875
"Male and female"	"5yrs_2015_2019"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	41.161	0.589	40.015	42.332	5284	13547479
